"","dteday","TMAX","PRCP","AWND","season","day_of_week","mnth_date","day","cnt"
"844",2013-05-16,278,0,34,"2","Thursday","16_5",16,8895
"845",2013-05-18,200,23,22,"2","Saturday","18_5",18,6333
"846",2013-05-19,233,10,16,"2","Sunday","19_5",19,6674
"847",2013-05-20,272,0,24,"2","Monday","20_5",20,8383
"848",2013-05-21,289,0,31,"2","Tuesday","21_5",21,9042
"849",2013-05-22,306,0,34,"2","Wednesday","22_5",22,8895
"850",2013-05-23,272,124,34,"2","Thursday","23_5",23,8051
"851",2013-05-24,172,0,70,"2","Friday","24_5",24,6627
"852",2013-05-25,189,0,66,"2","Saturday","25_5",25,7944
"853",2013-05-26,228,0,40,"2","Sunday","26_5",26,9888
"854",2013-05-27,206,0,7,"2","Monday","27_5",27,8966
"855",2013-05-28,283,56,17,"2","Tuesday","28_5",28,7552
"856",2013-05-29,317,0,35,"2","Wednesday","29_5",29,9275
"857",2013-05-30,322,38,23,"2","Thursday","30_5",30,8740
"858",2013-05-31,317,0,38,"2","Friday","31_5",31,9103
"859",2013-06-01,322,0,39,"2","Saturday","1_6",1,9457
"860",2013-06-02,289,185,39,"2","Sunday","2_6",2,7664
"861",2013-06-03,272,48,29,"2","Monday","3_6",3,7393
"862",2013-06-04,239,0,23,"2","Tuesday","4_6",4,9926
"863",2013-06-05,256,0,20,"2","Wednesday","5_6",5,9986
"864",2013-06-06,217,168,22,"2","Thursday","6_6",6,6854
"865",2013-06-07,211,208,31,"2","Friday","7_6",7,2477
"866",2013-06-08,267,0,22,"2","Saturday","8_6",8,9758
"867",2013-06-09,267,46,17,"2","Sunday","9_6",9,9220
"868",2013-06-10,272,249,27,"2","Monday","10_6",10,4368
"869",2013-06-11,289,0,38,"2","Tuesday","11_6",11,9193
"870",2013-06-12,317,0,24,"2","Wednesday","12_6",12,9180
"871",2013-06-13,300,79,47,"2","Thursday","13_6",13,7259
"872",2013-06-14,261,0,52,"2","Friday","14_6",14,9783
"873",2013-06-15,278,0,21,"2","Saturday","15_6",15,10446
"874",2013-06-16,289,0,22,"2","Sunday","16_6",16,8710
"875",2013-06-17,306,0,17,"2","Monday","17_6",17,8613
"876",2013-06-18,233,53,12,"2","Tuesday","18_6",18,7140
"877",2013-06-19,250,0,22,"2","Wednesday","19_6",19,10039
"878",2013-06-20,261,0,28,"2","Thursday","20_6",20,10147
"879",2013-06-21,283,0,17,"3","Friday","21_6",21,10320
"880",2013-06-22,300,0,30,"3","Saturday","22_6",22,10799
"881",2013-06-23,300,23,14,"3","Sunday","23_6",23,7175
"882",2013-06-24,322,0,15,"3","Monday","24_6",24,8042
"883",2013-06-25,333,3,25,"3","Tuesday","25_6",25,8970
"884",2013-06-26,322,69,20,"3","Wednesday","26_6",26,8392
"885",2013-06-27,267,0,28,"3","Thursday","27_6",27,8619
"886",2013-06-28,311,48,18,"3","Friday","28_6",28,6247
"887",2013-06-29,306,0,16,"3","Saturday","29_6",29,10503
"888",2013-06-30,300,0,26,"3","Sunday","30_6",30,7087
"889",2013-07-01,283,3,32,"3","Monday","1_7",1,7842
"890",2013-07-02,283,23,42,"3","Tuesday","2_7",2,7821
"891",2013-07-03,300,157,30,"3","Wednesday","3_7",3,7725
"892",2013-07-04,317,0,42,"3","Thursday","4_7",4,10742
"893",2013-07-05,311,0,43,"3","Friday","5_7",5,10557
"894",2013-07-06,333,0,36,"3","Saturday","6_7",6,8902
"895",2013-07-07,322,20,29,"3","Sunday","7_7",7,6871
"896",2013-07-08,306,28,22,"3","Monday","8_7",8,8070
"897",2013-07-09,300,0,20,"3","Tuesday","9_7",9,8767
"898",2013-07-10,317,0,33,"3","Wednesday","10_7",10,8113
"899",2013-07-12,239,290,35,"3","Friday","12_7",12,5725
"900",2013-07-13,289,3,15,"3","Saturday","13_7",13,9278
"901",2013-07-14,317,0,25,"3","Sunday","14_7",14,8390
"902",2013-07-15,339,0,15,"3","Monday","15_7",15,8033
"903",2013-07-16,344,0,23,"3","Tuesday","16_7",16,8402
"904",2013-07-17,344,0,18,"3","Wednesday","17_7",17,8633
"905",2013-07-18,356,0,19,"3","Thursday","18_7",18,7825
"906",2013-07-19,350,0,26,"3","Friday","19_7",19,7978
"907",2013-07-20,333,0,34,"3","Saturday","20_7",20,8623
"908",2013-07-21,322,33,16,"3","Sunday","21_7",21,8464
"909",2013-07-22,317,56,22,"3","Monday","22_7",22,8678
"910",2013-07-23,300,0,32,"3","Tuesday","23_7",23,9234
"911",2013-07-24,289,0,34,"3","Wednesday","24_7",24,9761
"912",2013-07-25,261,0,39,"3","Thursday","25_7",25,10105
"913",2013-07-26,283,0,15,"3","Friday","26_7",26,10262
"914",2013-07-27,289,234,24,"3","Saturday","27_7",27,8383
"915",2013-07-28,289,23,16,"3","Sunday","28_7",28,8139
"916",2013-07-29,272,0,25,"3","Monday","29_7",29,9243
"917",2013-07-30,278,0,10,"3","Tuesday","30_7",30,9878
"918",2013-07-31,261,36,16,"3","Wednesday","31_7",31,8702
"919",2013-08-01,294,18,22,"3","Thursday","1_8",1,7755
"920",2013-08-02,300,0,25,"3","Friday","2_8",2,9814
"921",2013-08-03,267,13,12,"3","Saturday","3_8",3,8450
"922",2013-08-04,278,0,41,"3","Sunday","4_8",4,10397
"923",2013-08-05,272,0,13,"3","Monday","5_8",5,10053
"924",2013-08-06,233,3,23,"3","Tuesday","6_8",6,8382
"925",2013-08-07,294,0,34,"3","Wednesday","7_8",7,9719
"926",2013-08-08,300,64,33,"3","Thursday","8_8",8,8868
"927",2013-08-09,317,0,39,"3","Friday","9_8",9,9462
"928",2013-08-10,294,0,17,"3","Saturday","10_8",10,10047
"929",2013-08-11,289,0,22,"3","Sunday","11_8",11,9485
"930",2013-08-12,317,5,12,"3","Monday","12_8",12,9481
"931",2013-08-13,300,191,27,"3","Tuesday","13_8",13,8303
"932",2013-08-14,239,0,54,"3","Wednesday","14_8",14,10392
"933",2013-08-15,256,0,19,"3","Thursday","15_8",15,10629
"934",2013-08-16,256,0,12,"3","Friday","16_8",16,10763
"935",2013-08-17,267,0,23,"3","Saturday","17_8",17,11042
"936",2013-08-18,222,15,18,"3","Sunday","18_8",18,5753
"937",2013-08-19,239,0,20,"3","Monday","19_8",19,8968
"938",2013-08-20,311,0,11,"3","Tuesday","20_8",20,9579
"939",2013-08-21,317,25,20,"3","Wednesday","21_8",21,9140
"940",2013-08-22,311,0,26,"3","Thursday","22_8",22,9543
"941",2013-08-23,244,104,20,"3","Friday","23_8",23,7625
"942",2013-08-24,283,0,22,"3","Saturday","24_8",24,10844
"943",2013-08-25,278,0,16,"3","Sunday","25_8",25,9481
"944",2013-08-26,306,0,29,"3","Monday","26_8",26,9269
"945",2013-08-27,322,13,28,"3","Tuesday","27_8",27,9506
"946",2013-08-28,261,46,12,"3","Wednesday","28_8",28,7636
"947",2013-08-29,300,0,25,"3","Thursday","29_8",29,9343
"948",2013-08-30,306,0,34,"3","Friday","30_8",30,9661
"949",2013-08-31,322,0,35,"3","Saturday","31_8",31,9403
"950",2013-09-01,333,8,16,"3","Sunday","1_9",1,9216
"951",2013-09-02,328,46,16,"3","Monday","2_9",2,8025
"952",2013-09-03,300,0,43,"3","Tuesday","3_9",3,8810
"953",2013-09-04,283,0,21,"3","Wednesday","4_9",4,9734
"954",2013-09-05,294,0,32,"3","Thursday","5_9",5,9918
"955",2013-09-06,250,0,21,"3","Friday","6_9",6,10142
"956",2013-09-07,278,0,21,"3","Saturday","7_9",7,10118
"957",2013-09-08,322,0,25,"3","Sunday","8_9",8,9400
"958",2013-09-09,267,0,31,"3","Monday","9_9",9,9056
"959",2013-09-10,339,0,32,"3","Tuesday","10_9",10,9432
"960",2013-09-11,344,0,23,"3","Wednesday","11_9",11,9175
"961",2013-09-12,339,10,26,"3","Thursday","12_9",12,6981
"962",2013-09-13,267,0,47,"3","Friday","13_9",13,9931
"963",2013-09-14,217,0,32,"3","Saturday","14_9",14,11131
"964",2013-09-15,250,0,23,"3","Sunday","15_9",15,9748
"965",2013-09-16,228,15,31,"3","Monday","16_9",16,8268
"966",2013-09-17,211,0,29,"3","Tuesday","17_9",17,9836
"967",2013-09-18,217,0,13,"3","Wednesday","18_9",18,9952
"968",2013-09-19,261,0,16,"3","Thursday","19_9",19,10360
"969",2013-09-20,267,0,24,"3","Friday","20_9",20,10545
"970",2013-09-21,233,330,36,"3","Saturday","21_9",21,6840
"971",2013-09-22,233,0,31,"3","Sunday","22_9",22,9339
"972",2013-09-24,233,0,11,"4","Tuesday","24_9",24,9489
"973",2013-09-25,250,0,10,"4","Wednesday","25_9",25,9524
"974",2013-09-26,256,0,15,"4","Thursday","26_9",26,9788
"975",2013-09-27,217,0,4,"4","Friday","27_9",27,9858
"976",2013-09-28,206,0,11,"4","Saturday","28_9",28,10057
"977",2013-09-29,233,0,11,"4","Sunday","29_9",29,9251
"978",2013-09-30,244,0,9,"4","Monday","30_9",30,9032
"979",2013-10-01,283,0,12,"4","Tuesday","1_10",1,10255
"980",2013-10-02,300,0,18,"4","Wednesday","2_10",2,10249
"981",2013-10-03,283,0,11,"4","Thursday","3_10",3,10059
"982",2013-10-04,322,0,7,"4","Friday","4_10",4,10158
"983",2013-10-05,322,0,10,"4","Saturday","5_10",5,10456
"984",2013-10-06,317,0,35,"4","Sunday","6_10",6,9650
"985",2013-10-07,233,287,42,"4","Monday","7_10",7,5797
"986",2013-10-08,206,0,23,"4","Tuesday","8_10",8,9829
"987",2013-10-09,161,53,39,"4","Wednesday","9_10",9,6360
"988",2013-10-11,167,859,46,"4","Friday","11_10",11,1775
"989",2013-10-12,194,84,32,"4","Saturday","12_10",12,5191
"990",2013-10-13,167,30,34,"4","Sunday","13_10",13,5938
"991",2013-10-14,217,0,13,"4","Monday","14_10",14,8818
"992",2013-10-15,222,0,10,"4","Tuesday","15_10",15,9272
"993",2013-10-16,217,0,19,"4","Wednesday","16_10",16,9629
"994",2013-10-17,244,23,30,"4","Thursday","17_10",17,9468
"995",2013-10-18,189,0,29,"4","Friday","18_10",18,10256
"996",2013-10-19,183,0,23,"4","Saturday","19_10",19,9309
"997",2013-10-20,172,0,29,"4","Sunday","20_10",20,8493
"998",2013-10-21,194,0,27,"4","Monday","21_10",21,8956
"999",2013-10-22,183,0,26,"4","Tuesday","22_10",22,8990
"1000",2013-10-23,144,0,31,"4","Wednesday","23_10",23,7884
"1001",2013-10-24,111,0,43,"4","Thursday","24_10",24,7823
"1002",2013-10-25,122,0,31,"4","Friday","25_10",25,7866
"1003",2013-10-26,133,0,35,"4","Saturday","26_10",26,7906
"1004",2013-10-27,161,0,16,"4","Sunday","27_10",27,7917
"1005",2013-10-28,183,0,12,"4","Monday","28_10",28,8515
"1006",2013-10-29,178,0,6,"4","Tuesday","29_10",29,8949
"1007",2013-10-30,189,8,13,"4","Wednesday","30_10",30,8055
"1008",2013-10-31,211,0,35,"4","Thursday","31_10",31,8335
"1009",2013-11-01,250,36,44,"4","Friday","1_11",1,8046
"1010",2013-11-02,206,0,31,"4","Saturday","2_11",2,9374
"1011",2013-11-03,139,0,47,"4","Sunday","3_11",3,7652
"1012",2013-11-04,78,0,18,"4","Monday","4_11",4,6854
"1013",2013-11-05,133,0,8,"4","Tuesday","5_11",5,8152
"1014",2013-11-06,206,0,31,"4","Wednesday","6_11",6,8780
"1015",2013-11-07,150,18,49,"4","Thursday","7_11",7,7974
"1016",2013-11-08,111,0,35,"4","Friday","8_11",8,7508
"1017",2013-11-09,128,0,34,"4","Saturday","9_11",9,7541
"1018",2013-11-10,172,0,52,"4","Sunday","10_11",10,7177
"1019",2013-11-11,150,0,37,"4","Monday","11_11",11,7188
"1020",2013-11-12,111,0,50,"4","Tuesday","12_11",12,6112
"1021",2013-11-13,67,0,40,"4","Wednesday","13_11",13,6466
"1022",2013-11-14,144,0,10,"4","Thursday","14_11",14,7273
"1023",2013-11-15,167,20,11,"4","Friday","15_11",15,7671
"1024",2013-11-16,111,33,10,"4","Saturday","16_11",16,6804
"1025",2013-11-17,167,3,30,"4","Sunday","17_11",17,6945
"1026",2013-11-18,200,36,50,"4","Monday","18_11",18,8253
"1027",2013-11-19,89,0,59,"4","Tuesday","19_11",19,7445
"1028",2013-11-20,89,0,20,"4","Wednesday","20_11",20,7340
"1029",2013-11-21,89,0,9,"4","Thursday","21_11",21,7521
"1030",2013-11-22,172,0,27,"4","Friday","22_11",22,8146
"1031",2013-11-23,139,0,71,"4","Saturday","23_11",23,6134
"1032",2013-11-24,0,0,67,"4","Sunday","24_11",24,3193
"1033",2013-11-25,28,0,32,"4","Monday","25_11",25,5260
"1034",2013-11-26,28,437,29,"4","Tuesday","26_11",26,1873
"1035",2013-11-27,44,127,59,"4","Wednesday","27_11",27,2240
"1036",2013-11-28,33,0,38,"4","Thursday","28_11",28,1574
"1037",2013-11-29,56,0,27,"4","Friday","29_11",29,2918
"1038",2013-11-30,28,0,12,"4","Saturday","30_11",30,3003
"1039",2013-12-01,83,0,4,"4","Sunday","1_12",1,3670
"1040",2013-12-02,94,0,8,"4","Monday","2_12",2,6314
"1041",2013-12-03,139,0,5,"4","Tuesday","3_12",3,7449
"1042",2013-12-04,133,0,13,"4","Wednesday","4_12",4,7551
"1043",2013-12-05,206,0,43,"4","Thursday","5_12",5,8142
"1044",2013-12-07,56,48,47,"4","Saturday","7_12",7,4878
"1045",2013-12-08,-5,196,26,"4","Sunday","8_12",8,1357
"1046",2013-12-09,11,109,15,"4","Monday","9_12",9,3446
"1047",2013-12-10,28,76,31,"4","Tuesday","10_12",10,2696
"1048",2013-12-11,39,0,10,"4","Wednesday","11_12",11,5470
"1049",2013-12-12,0,0,30,"4","Thursday","12_12",12,5084
"1050",2013-12-14,28,81,21,"4","Saturday","14_12",14,2794
"1051",2013-12-15,83,0,35,"4","Sunday","15_12",15,4301
"1052",2013-12-16,33,0,21,"4","Monday","16_12",16,5612
"1053",2013-12-17,39,5,15,"4","Tuesday","17_12",17,5350
"1054",2013-12-18,56,0,26,"4","Wednesday","18_12",18,5772
"1055",2013-12-19,156,0,26,"4","Thursday","19_12",19,6653
"1056",2013-12-20,144,0,43,"4","Friday","20_12",20,6511
"1057",2013-12-21,211,0,60,"1","Saturday","21_12",21,6430
"1058",2013-12-22,217,130,53,"1","Sunday","22_12",22,2830
"1059",2013-12-23,172,203,43,"1","Monday","23_12",23,2002
"1060",2013-12-24,44,0,46,"1","Tuesday","24_12",24,2345
"1061",2013-12-25,0,0,22,"1","Wednesday","25_12",25,1001
"1062",2013-12-26,78,0,21,"1","Thursday","26_12",26,2446
"1063",2013-12-27,100,0,18,"1","Friday","27_12",27,3584
"1064",2013-12-28,139,0,28,"1","Saturday","28_12",28,4421
"1065",2013-12-29,94,323,29,"1","Sunday","29_12",29,1441
"1066",2013-12-30,72,0,33,"1","Monday","30_12",30,4356
"1067",2013-12-31,72,0,37,"1","Tuesday","31_12",31,4126
"1068",2014-01-01,78,0,20,"1","Wednesday","1_1",1,3011
"1069",2014-01-02,28,91,21,"1","Thursday","2_1",2,3316
"1070",2014-01-03,-16,0,58,"1","Friday","3_1",3,1608
"1071",2014-01-04,0,0,30,"1","Saturday","4_1",4,2242
"1072",2014-01-05,28,58,13,"1","Sunday","5_1",5,2060
"1073",2014-01-06,67,20,67,"1","Monday","6_1",6,3507
"1074",2014-01-07,-77,0,43,"1","Tuesday","7_1",7,2282
"1075",2014-01-08,-32,0,21,"1","Wednesday","8_1",8,3855
"1076",2014-01-09,28,0,14,"1","Thursday","9_1",9,4948
"1077",2014-01-10,17,135,10,"1","Friday","10_1",10,1843
"1078",2014-01-11,106,188,26,"1","Saturday","11_1",11,1955
"1079",2014-01-12,100,0,36,"1","Sunday","12_1",12,5413
"1080",2014-01-13,133,0,30,"1","Monday","13_1",13,6861
"1081",2014-01-14,100,43,25,"1","Tuesday","14_1",14,5059
"1082",2014-01-15,94,3,28,"1","Wednesday","15_1",15,6459
"1083",2014-01-16,28,0,25,"1","Thursday","16_1",16,6016
"1084",2014-01-17,83,0,21,"1","Friday","17_1",17,6138
"1085",2014-01-18,22,0,58,"1","Saturday","18_1",18,3299
"1086",2014-01-19,83,0,30,"1","Sunday","19_1",19,4099
"1087",2014-01-20,122,0,42,"1","Monday","20_1",20,5316
"1088",2014-01-21,28,142,50,"1","Tuesday","21_1",21,1747
"1089",2014-01-22,-93,0,54,"1","Wednesday","22_1",22,1426
"1090",2014-01-23,-49,0,38,"1","Thursday","23_1",23,2426
"1091",2014-01-24,-60,0,44,"1","Friday","24_1",24,2623
"1092",2014-01-25,-5,0,65,"1","Saturday","25_1",25,2259
"1093",2014-01-26,0,0,30,"1","Sunday","26_1",26,2554
"1094",2014-01-27,78,0,64,"1","Monday","27_1",27,4484
"1095",2014-01-28,-77,0,42,"1","Tuesday","28_1",28,3129
"1096",2014-01-29,-49,3,34,"1","Wednesday","29_1",29,3160
"1097",2014-01-30,-5,0,25,"1","Thursday","30_1",30,4178
"1098",2014-01-31,89,0,15,"1","Friday","31_1",31,5424
"1099",2014-02-01,94,0,18,"1","Saturday","1_2",1,5342
"1100",2014-02-02,161,0,15,"1","Sunday","2_2",2,5423
"1101",2014-02-03,72,338,42,"1","Monday","3_2",3,2462
"1102",2014-02-04,11,3,18,"1","Tuesday","4_2",4,5177
"1103",2014-02-05,50,140,42,"1","Wednesday","5_2",5,3746
"1104",2014-02-06,17,0,43,"1","Thursday","6_2",6,5176
"1105",2014-02-07,44,0,17,"1","Friday","7_2",7,5394
"1106",2014-02-08,-5,0,12,"1","Saturday","8_2",8,4037
"1107",2014-02-09,0,0,19,"1","Sunday","9_2",9,3120
"1108",2014-02-10,-5,0,43,"1","Monday","10_2",10,4431
"1109",2014-02-11,-16,0,28,"1","Tuesday","11_2",11,4747
"1110",2014-02-12,-32,28,29,"1","Wednesday","12_2",12,3945
"1111",2014-02-13,17,315,69,"1","Thursday","13_2",13,52
"1112",2014-02-14,100,0,26,"1","Friday","14_2",14,1911
"1113",2014-02-15,22,28,56,"1","Saturday","15_2",15,1748
"1114",2014-02-16,17,0,31,"1","Sunday","16_2",16,2838
"1115",2014-02-17,11,5,31,"1","Monday","17_2",17,3311
"1116",2014-02-18,117,15,33,"1","Tuesday","18_2",18,5086
"1117",2014-02-19,139,20,38,"1","Wednesday","19_2",19,5622
"1118",2014-02-20,111,0,20,"1","Thursday","20_2",20,6577
"1119",2014-02-21,139,48,19,"1","Friday","21_2",21,5783
"1120",2014-02-22,167,0,30,"1","Saturday","22_2",22,7817
"1121",2014-02-23,139,0,37,"1","Sunday","23_2",23,6065
"1122",2014-02-24,56,0,52,"1","Monday","24_2",24,5396
"1123",2014-02-25,28,13,20,"1","Tuesday","25_2",25,4561
"1124",2014-02-26,11,15,37,"1","Wednesday","26_2",26,3921
"1125",2014-02-27,33,0,51,"1","Thursday","27_2",27,4882
"1126",2014-02-28,-21,0,27,"1","Friday","28_2",28,4093
"1127",2014-03-01,56,0,19,"1","Saturday","1_3",1,4560
"1128",2014-03-02,111,64,23,"1","Sunday","2_3",2,3493
"1129",2014-03-03,17,160,50,"1","Monday","3_3",3,418
"1130",2014-03-04,-16,0,14,"1","Tuesday","4_3",4,2244
"1131",2014-03-05,50,0,30,"1","Wednesday","5_3",5,4512
"1132",2014-03-06,6,0,43,"1","Thursday","6_3",6,4832
"1133",2014-03-07,44,0,27,"1","Friday","7_3",7,5064
"1134",2014-03-08,167,0,19,"1","Saturday","8_3",8,8416
"1135",2014-03-09,94,0,43,"1","Sunday","9_3",9,5916
"1136",2014-03-10,150,0,34,"1","Monday","10_3",10,6785
"1137",2014-03-11,183,0,13,"1","Tuesday","11_3",11,8360
"1138",2014-03-12,183,10,68,"1","Wednesday","12_3",12,6229
"1139",2014-03-13,6,0,83,"1","Thursday","13_3",13,3984
"1140",2014-03-14,139,0,58,"1","Friday","14_3",14,6949
"1141",2014-03-15,178,0,47,"1","Saturday","15_3",15,10344
"1142",2014-03-16,78,99,38,"1","Sunday","16_3",16,4813
"1143",2014-03-17,-10,81,34,"1","Monday","17_3",17,1279
"1144",2014-03-18,50,0,27,"1","Tuesday","18_3",18,4658
"1145",2014-03-20,133,0,47,"1","Thursday","20_3",20,7514
"1146",2014-03-21,128,0,23,"2","Friday","21_3",21,7677
"1147",2014-03-22,206,0,41,"2","Saturday","22_3",22,10847
"1148",2014-03-23,83,0,55,"2","Sunday","23_3",23,5313
"1149",2014-03-24,39,0,29,"2","Monday","24_3",24,5341
"1150",2014-03-25,6,104,23,"2","Tuesday","25_3",25,3092
"1151",2014-03-26,6,0,64,"2","Wednesday","26_3",26,4933
"1152",2014-03-27,100,0,38,"2","Thursday","27_3",27,6449
"1153",2014-03-28,178,18,68,"2","Friday","28_3",28,6670
"1154",2014-03-29,139,226,27,"2","Saturday","29_3",29,2262
"1155",2014-03-30,83,246,84,"2","Sunday","30_3",30,896
"1156",2014-03-31,183,0,60,"2","Monday","31_3",31,8158
"1157",2014-04-01,189,0,20,"2","Tuesday","1_4",1,9371
"1158",2014-04-03,183,3,20,"2","Thursday","3_4",3,9107
"1159",2014-04-04,144,0,33,"2","Friday","4_4",4,8877
"1160",2014-04-05,133,0,54,"2","Saturday","5_4",5,10754
"1161",2014-04-06,156,0,19,"2","Sunday","6_4",6,9817
"1162",2014-04-07,72,102,26,"2","Monday","7_4",7,2801
"1163",2014-04-08,167,0,42,"2","Tuesday","8_4",8,8849
"1164",2014-04-09,183,0,31,"2","Wednesday","9_4",9,9873
"1165",2014-04-10,211,0,43,"2","Thursday","10_4",10,11241
"1166",2014-04-11,267,10,47,"2","Friday","11_4",11,11432
"1167",2014-04-12,233,0,21,"2","Saturday","12_4",12,15564
"1168",2014-04-13,283,0,50,"2","Sunday","13_4",13,14419
"1169",2014-04-14,244,0,66,"2","Monday","14_4",14,10574
"1170",2014-04-15,194,312,67,"2","Tuesday","15_4",15,1816
"1171",2014-04-16,89,0,47,"2","Wednesday","16_4",16,7771
"1172",2014-04-17,122,0,29,"2","Thursday","17_4",17,8624
"1173",2014-04-18,133,0,13,"2","Friday","18_4",18,9341
"1174",2014-04-19,194,0,24,"2","Saturday","19_4",19,11926
"1175",2014-04-20,167,0,27,"2","Sunday","20_4",20,9513
"1176",2014-04-21,211,0,10,"2","Monday","21_4",21,9670
"1177",2014-04-22,217,10,28,"2","Tuesday","22_4",22,9108
"1178",2014-04-23,144,0,75,"2","Wednesday","23_4",23,8925
"1179",2014-04-24,172,0,30,"2","Thursday","24_4",24,9804
"1180",2014-04-25,206,86,32,"2","Friday","25_4",25,7574
"1181",2014-04-26,228,0,40,"2","Saturday","26_4",26,11510
"1182",2014-04-27,183,0,31,"2","Sunday","27_4",27,11041
"1183",2014-04-28,161,43,29,"2","Monday","28_4",28,6415
"1184",2014-04-29,94,302,35,"2","Tuesday","29_4",29,3115
"1185",2014-04-30,144,1013,30,"2","Wednesday","30_4",30,1793
"1186",2014-05-01,244,33,29,"2","Thursday","1_5",1,9578
"1187",2014-05-02,194,0,30,"2","Friday","2_5",2,10333
"1188",2014-05-03,217,0,18,"2","Saturday","3_5",3,11182
"1189",2014-05-04,261,0,51,"2","Sunday","4_5",4,10512
"1190",2014-05-05,172,58,31,"2","Monday","5_5",5,8087
"1191",2014-05-06,222,0,9,"2","Tuesday","6_5",6,10403
"1192",2014-05-07,172,46,24,"2","Wednesday","7_5",7,8562
"1193",2014-05-08,306,0,13,"2","Thursday","8_5",8,10404
"1194",2014-05-09,256,0,24,"2","Friday","9_5",9,10409
"1195",2014-05-10,250,30,33,"2","Saturday","10_5",10,8231
"1196",2014-05-11,267,0,24,"2","Sunday","11_5",11,10969
"1197",2014-05-12,294,20,20,"2","Monday","12_5",12,9434
"1198",2014-05-13,322,5,21,"2","Tuesday","13_5",13,9930
"1199",2014-05-14,183,0,22,"2","Wednesday","14_5",14,9721
"1200",2014-05-15,256,485,38,"2","Thursday","15_5",15,9400
"1201",2014-05-16,206,500,48,"2","Friday","16_5",16,8033
"1202",2014-05-17,183,0,26,"2","Saturday","17_5",17,11203
"1203",2014-05-18,183,0,31,"2","Sunday","18_5",18,10207
"1204",2014-05-19,211,0,19,"2","Monday","19_5",19,10433
"1205",2014-05-20,250,0,9,"2","Tuesday","20_5",20,10847
"1206",2014-05-21,250,18,11,"2","Wednesday","21_5",21,8503
"1207",2014-05-22,294,0,42,"2","Thursday","22_5",22,10326
"1208",2014-05-23,250,0,55,"2","Friday","23_5",23,10399
"1209",2014-05-24,239,0,36,"2","Saturday","24_5",24,10525
"1210",2014-05-25,267,0,17,"2","Sunday","25_5",25,12085
"1211",2014-05-26,294,0,16,"2","Monday","26_5",26,10689
"1212",2014-05-27,306,122,24,"2","Tuesday","27_5",27,8221
"1213",2014-05-28,294,206,27,"2","Wednesday","28_5",28,9922
"1214",2014-05-29,150,84,26,"2","Thursday","29_5",29,5307
"1215",2014-05-30,222,3,19,"2","Friday","30_5",30,10805
"1216",2014-05-31,256,0,27,"2","Saturday","31_5",31,12074
"1217",2014-06-01,239,0,25,"2","Sunday","1_6",1,10932
"1218",2014-06-02,261,0,34,"2","Monday","2_6",2,10355
"1219",2014-06-03,289,33,24,"2","Tuesday","3_6",3,10367
"1220",2014-06-04,300,183,21,"2","Wednesday","4_6",4,10166
"1221",2014-06-05,256,0,39,"2","Thursday","5_6",5,10737
"1222",2014-06-06,250,0,25,"2","Friday","6_6",6,11809
"1223",2014-06-07,272,0,10,"2","Saturday","7_6",7,11840
"1224",2014-06-09,283,8,19,"2","Monday","9_6",9,10496
"1225",2014-06-10,294,0,19,"2","Tuesday","10_6",10,9548
"1226",2014-06-11,289,193,29,"2","Wednesday","11_6",11,8612
"1227",2014-06-12,250,89,29,"2","Thursday","12_6",12,9210
"1228",2014-06-13,267,196,21,"2","Friday","13_6",13,9457
"1229",2014-06-14,233,0,41,"2","Saturday","14_6",14,11894
"1230",2014-06-15,272,0,10,"2","Sunday","15_6",15,11036
"1231",2014-06-16,322,0,10,"2","Monday","16_6",16,10432
"1232",2014-06-17,328,0,23,"2","Tuesday","17_6",17,10506
"1233",2014-06-18,328,0,23,"2","Wednesday","18_6",18,9991
"1234",2014-06-19,283,0,30,"2","Thursday","19_6",19,10424
"1235",2014-06-20,278,0,20,"2","Friday","20_6",20,11634
"1236",2014-06-21,217,36,19,"3","Saturday","21_6",21,9806
"1237",2014-06-22,261,0,18,"3","Sunday","22_6",22,10828
"1238",2014-06-23,272,0,31,"3","Monday","23_6",23,10838
"1239",2014-06-24,283,0,42,"3","Tuesday","24_6",24,11169
"1240",2014-06-25,311,0,30,"3","Wednesday","25_6",25,10196
"1241",2014-06-26,300,0,41,"3","Thursday","26_6",26,10965
"1242",2014-06-27,294,3,25,"3","Friday","27_6",27,10639
"1243",2014-06-28,283,0,25,"3","Saturday","28_6",28,10850
"1244",2014-06-29,283,0,28,"3","Sunday","29_6",29,10778
"1245",2014-06-30,306,0,30,"3","Monday","30_6",30,10471
"1246",2014-07-01,328,0,40,"3","Tuesday","1_7",1,10502
"1247",2014-07-02,350,79,29,"3","Wednesday","2_7",2,9565
"1248",2014-07-03,311,25,15,"3","Thursday","3_7",3,8598
"1249",2014-07-04,261,43,62,"3","Friday","4_7",4,11897
"1250",2014-07-05,267,0,22,"3","Saturday","5_7",5,12826
"1251",2014-07-06,294,0,34,"3","Sunday","6_7",6,10926
"1252",2014-07-07,317,0,50,"3","Monday","7_7",7,10053
"1253",2014-07-08,333,102,47,"3","Tuesday","8_7",8,8543
"1254",2014-07-09,306,0,22,"3","Wednesday","9_7",9,8799
"1255",2014-07-10,300,107,15,"3","Thursday","10_7",10,8689
"1256",2014-07-11,294,0,17,"3","Friday","11_7",11,11229
"1257",2014-07-12,306,0,33,"3","Saturday","12_7",12,11512
